age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
21,,10,,Own-child,White,Female,40,United-States,No
36,Private,9,Transport-moving,Husband,Black,Male,50,United-States,Yes
29,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
43,Local-gov,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
37,Private,9,Sales,Husband,White,Male,50,United-States,No
22,Private,9,Machine-op-inspct,Own-child,White,Male,40,Mexico,No
17,,9,,Own-child,Black,Male,40,United-States,No
35,Private,12,Exec-managerial,Husband,White,Male,40,Puerto-Rico,No
50,Private,7,Transport-moving,Husband,White,Male,70,United-States,Yes
62,Private,14,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
25,Private,11,Craft-repair,Own-child,White,Male,40,United-States,No
34,Private,10,Sales,Husband,White,Male,45,United-States,Yes
31,Private,6,Transport-moving,Unmarried,White,Male,40,United-States,No
61,Private,11,Tech-support,Husband,White,Male,40,United-States,Yes
57,Local-gov,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
48,Private,2,Machine-op-inspct,Husband,White,Male,40,Portugal,No
45,Private,13,Prof-specialty,Husband,White,Male,45,United-States,Yes
35,Private,10,Exec-managerial,Husband,White,Male,55,United-States,Yes
30,Self-emp-not-inc,9,Prof-specialty,Husband,White,Male,15,United-States,Yes
17,Private,6,Farming-fishing,Own-child,White,Male,40,United-States,No
56,Private,13,Prof-specialty,Husband,White,Male,65,United-States,Yes
54,Private,14,Tech-support,Not-in-family,White,Male,40,United-States,Yes
36,Private,9,Machine-op-inspct,Unmarried,White,Male,40,United-States,No
38,Private,13,Prof-specialty,Wife,White,Female,40,United-States,Yes
19,Private,10,Sales,Own-child,White,Female,20,United-States,No
26,Private,10,Sales,Husband,White,Male,50,United-States,Yes
23,Private,11,Craft-repair,Own-child,White,Male,33,United-States,No
44,Private,13,Tech-support,Wife,White,Female,20,United-States,Yes
28,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,40,United-States,No
32,Private,13,Prof-specialty,Husband,White,Male,40,United-States,No
41,Federal-gov,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
61,Self-emp-inc,13,Exec-managerial,Husband,White,Male,50,Germany,Yes
40,Private,9,Adm-clerical,Not-in-family,White,Female,32,United-States,No
39,Private,13,Tech-support,Unmarried,White,Female,40,United-States,No
31,Private,14,Exec-managerial,Not-in-family,White,Male,40,United-States,Yes
32,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
28,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
41,Local-gov,13,Protective-serv,Unmarried,White,Female,40,United-States,No
25,Private,10,Other-service,Not-in-family,White,Male,25,United-States,No
27,Private,13,Sales,Husband,White,Male,50,United-States,Yes
46,Private,14,Tech-support,Not-in-family,White,Male,35,United-States,Yes
27,Federal-gov,9,Adm-clerical,Not-in-family,White,Male,50,United-States,No
58,Private,9,Exec-managerial,Husband,White,Male,60,United-States,Yes
36,Local-gov,10,Protective-serv,Husband,White,Male,60,United-States,Yes
28,Private,13,Craft-repair,Unmarried,White,Male,50,United-States,No
62,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
44,Private,14,Prof-specialty,Husband,White,Male,55,United-States,Yes
25,Private,13,Prof-specialty,Not-in-family,White,Female,40,United-States,No
75,,9,,Wife,White,Female,14,United-States,No
54,Self-emp-not-inc,13,Craft-repair,Husband,White,Male,50,United-States,No
50,State-gov,13,Exec-managerial,Not-in-family,White,Female,40,United-States,No
39,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
26,Private,13,Adm-clerical,Own-child,White,Female,40,United-States,No
31,Private,10,Machine-op-inspct,Not-in-family,White,Female,50,United-States,No
61,,9,,Husband,White,Male,40,United-States,No
25,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
37,Private,10,Transport-moving,Not-in-family,White,Male,40,United-States,No
19,State-gov,9,Adm-clerical,Not-in-family,White,Female,20,United-States,No
31,Private,5,Exec-managerial,Wife,White,Female,40,United-States,No
29,Self-emp-not-inc,9,Transport-moving,Husband,White,Male,48,United-States,No
45,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
35,Private,13,Farming-fishing,Husband,White,Male,65,Yugoslavia,Yes
61,Private,14,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,India,Yes
43,Private,10,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,40,United-States,No
53,Private,14,Sales,Husband,White,Male,60,United-States,Yes
33,Private,9,Machine-op-inspct,Husband,White,Male,56,United-States,Yes
64,Private,14,Prof-specialty,Not-in-family,White,Female,35,United-States,No
37,Private,9,Tech-support,Own-child,White,Male,45,United-States,No
23,Private,10,Machine-op-inspct,Husband,White,Male,40,United-States,No
37,,9,,Husband,White,Male,55,United-States,No
37,Self-emp-not-inc,9,Other-service,Husband,White,Male,42,United-States,No
34,State-gov,13,Exec-managerial,Husband,White,Male,45,,Yes
35,Private,10,Exec-managerial,Not-in-family,White,Female,70,United-States,No
54,Private,12,Adm-clerical,Unmarried,White,Female,30,United-States,No
18,Self-emp-not-inc,9,Farming-fishing,Other-relative,White,Male,40,United-States,No
44,Self-emp-not-inc,10,Farming-fishing,Own-child,White,Male,60,United-States,No
53,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
21,Local-gov,10,Adm-clerical,Own-child,White,Male,40,Guatemala,No
50,Private,14,Sales,Not-in-family,White,Female,50,United-States,Yes
42,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
35,Private,13,Exec-managerial,Not-in-family,White,Female,40,United-States,No
57,Self-emp-inc,9,Exec-managerial,Husband,White,Male,60,United-States,Yes
31,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
39,Private,14,Prof-specialty,Wife,White,Female,24,United-States,Yes
59,State-gov,6,Farming-fishing,Husband,White,Male,40,United-States,No
29,Private,13,Craft-repair,Not-in-family,White,Female,45,United-States,No
42,Self-emp-inc,13,Exec-managerial,Husband,White,Male,45,United-States,Yes
68,Self-emp-not-inc,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
43,Private,9,Other-service,Husband,White,Male,40,United-States,Yes
24,Private,9,Craft-repair,Not-in-family,Black,Male,40,United-States,No
33,Local-gov,9,Transport-moving,Not-in-family,White,Female,35,United-States,No
51,Private,10,Exec-managerial,Husband,White,Male,40,United-States,No
51,Private,13,Craft-repair,Husband,White,Male,40,United-States,Yes
19,Private,7,Sales,Not-in-family,White,Female,40,Honduras,No
55,Local-gov,16,Prof-specialty,Not-in-family,White,Female,60,United-States,No
34,Private,14,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,China,Yes
38,Self-emp-not-inc,16,Prof-specialty,Husband,White,Male,50,United-States,Yes
28,Private,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
24,Private,9,Handlers-cleaners,Own-child,Black,Male,40,United-States,No
57,Federal-gov,9,Craft-repair,Husband,Black,Male,40,United-States,Yes
27,Local-gov,11,Tech-support,Own-child,White,Female,38,United-States,No
44,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
37,Private,7,Craft-repair,Husband,White,Male,25,United-States,No
28,Private,2,Machine-op-inspct,Husband,White,Male,43,Mexico,No
45,Private,10,Transport-moving,Husband,White,Male,50,United-States,Yes
43,Private,10,Prof-specialty,Unmarried,White,Female,40,United-States,No
33,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
51,Private,9,Machine-op-inspct,Husband,Black,Male,40,United-States,Yes
40,Private,9,Transport-moving,Husband,White,Male,40,United-States,No
32,Private,9,Craft-repair,Husband,White,Male,40,Germany,No
40,Private,11,Transport-moving,Husband,White,Male,40,United-States,No
27,Private,9,Other-service,Not-in-family,White,Female,52,United-States,No
22,Private,9,Transport-moving,Not-in-family,White,Female,46,United-States,No
55,State-gov,14,Prof-specialty,Husband,White,Male,45,United-States,Yes
33,Private,9,Other-service,Unmarried,White,Male,40,United-States,No
46,Local-gov,9,Craft-repair,Husband,White,Male,40,United-States,No
41,State-gov,13,Prof-specialty,Wife,White,Female,40,United-States,Yes
43,State-gov,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
38,State-gov,10,Protective-serv,Husband,White,Male,40,United-States,Yes
52,Private,9,Adm-clerical,Unmarried,White,Female,38,United-States,No
37,Private,9,Machine-op-inspct,Husband,Black,Male,36,United-States,Yes
49,Private,10,Farming-fishing,Husband,White,Male,50,United-States,No
43,Self-emp-not-inc,13,Prof-specialty,Husband,White,Male,21,United-States,No
28,Private,13,Prof-specialty,Own-child,White,Female,15,United-States,No
30,,14,,Husband,White,Male,46,United-States,Yes
43,Self-emp-not-inc,9,Sales,Husband,White,Male,40,United-States,No
22,Private,9,Machine-op-inspct,Own-child,White,Male,40,United-States,No
45,Private,13,Other-service,Own-child,Asian-Pac-Islander,Female,40,Philippines,No
46,Private,13,Exec-managerial,Husband,White,Male,35,United-States,Yes
42,Self-emp-not-inc,9,Transport-moving,Husband,White,Male,96,United-States,No
41,Private,13,Exec-managerial,Husband,White,Male,50,Iran,Yes
54,Private,9,Transport-moving,Husband,White,Male,65,United-States,No
61,Private,9,Tech-support,Husband,White,Male,40,United-States,Yes
23,State-gov,9,Other-service,Own-child,White,Female,21,United-States,No
22,Private,10,Prof-specialty,Own-child,White,Female,10,United-States,No
68,,13,,Husband,White,Male,35,United-States,Yes
61,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,60,United-States,Yes
45,Self-emp-inc,9,Sales,Husband,White,Male,40,United-States,No
43,Private,3,Farming-fishing,Unmarried,White,Male,35,Mexico,No
21,Private,10,Handlers-cleaners,Own-child,White,Male,30,United-States,No
53,Self-emp-inc,10,Exec-managerial,Not-in-family,White,Male,60,United-States,No
51,Private,12,Sales,Husband,White,Male,45,United-States,Yes
30,Private,13,Other-service,Not-in-family,Asian-Pac-Islander,Male,15,China,No
22,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
20,,6,,Unmarried,White,Female,40,United-States,No
32,Private,9,Craft-repair,Husband,White,Male,50,United-States,No
36,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
40,Private,9,Adm-clerical,Unmarried,Black,Female,35,United-States,No
31,Private,5,Sales,Not-in-family,White,Male,43,United-States,Yes
50,Private,9,Handlers-cleaners,Husband,White,Male,40,United-States,Yes
43,Private,13,Sales,Not-in-family,White,Male,50,United-States,Yes
40,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,45,United-States,Yes
38,Local-gov,9,Craft-repair,Husband,White,Male,50,United-States,Yes
18,Private,9,Machine-op-inspct,Not-in-family,White,Male,40,United-States,No
24,Private,9,Machine-op-inspct,Own-child,White,Male,40,United-States,No
36,Local-gov,14,Prof-specialty,Wife,White,Female,40,United-States,No
28,,12,,Wife,White,Female,3,United-States,No
29,Private,13,Tech-support,Husband,White,Male,35,United-States,Yes
90,Private,13,Exec-managerial,Wife,White,Female,40,England,Yes
29,Private,11,Craft-repair,Husband,Asian-Pac-Islander,Male,32,United-States,Yes
27,Private,13,Exec-managerial,Husband,White,Male,60,United-States,Yes
67,Self-emp-not-inc,13,Transport-moving,Husband,White,Male,40,United-States,No
41,Private,4,Farming-fishing,Husband,White,Male,36,United-States,No
51,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,55,United-States,No
27,Private,9,Machine-op-inspct,Own-child,White,Female,40,United-States,No
46,Private,13,Exec-managerial,Husband,White,Male,65,United-States,Yes
33,Private,10,Other-service,Unmarried,White,Female,38,El-Salvador,No
20,Private,9,Other-service,Own-child,White,Male,30,United-States,No
48,Self-emp-not-inc,9,Exec-managerial,Husband,Asian-Pac-Islander,Male,30,South,No
48,Private,14,Prof-specialty,Husband,White,Male,40,Cuba,Yes
30,State-gov,13,Adm-clerical,Not-in-family,White,Male,40,United-States,No
39,Private,12,Prof-specialty,Unmarried,White,Female,40,United-States,No
31,Private,11,Sales,Husband,White,Male,40,United-States,Yes
28,Private,10,Machine-op-inspct,Unmarried,Black,Female,25,United-States,No
22,Private,10,Adm-clerical,Own-child,Black,Female,25,United-States,No
64,State-gov,9,Farming-fishing,Husband,White,Male,40,United-States,No
25,Private,10,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
56,,10,,Unmarried,White,Female,50,United-States,Yes
66,Local-gov,13,Prof-specialty,Not-in-family,Black,Female,25,United-States,No
41,Self-emp-inc,9,Sales,Husband,White,Male,55,United-States,Yes
52,Private,16,Exec-managerial,Husband,White,Male,38,United-States,Yes
50,Private,10,Transport-moving,Husband,White,Male,70,United-States,Yes
43,Private,13,Sales,Husband,White,Male,40,United-States,Yes
32,Private,10,Prof-specialty,Husband,White,Male,40,United-States,No
38,Private,13,Sales,Husband,White,Male,42,United-States,Yes
22,,9,,Not-in-family,White,Female,40,United-States,No
36,Private,9,Sales,Not-in-family,White,Male,50,United-States,No
28,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
24,Federal-gov,13,Tech-support,Own-child,White,Female,40,,No
54,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
17,Private,7,Other-service,Own-child,White,Male,10,United-States,No
18,,7,,Own-child,White,Female,25,United-States,No
33,Private,10,Craft-repair,Not-in-family,Black,Male,40,United-States,No
60,,9,,Husband,White,Male,42,United-States,No
40,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,40,United-States,No
58,Private,12,Exec-managerial,Husband,White,Male,60,United-States,Yes
37,Private,13,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Cambodia,Yes
52,Private,7,Other-service,Husband,White,Male,40,United-States,No
33,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
32,Private,9,Handlers-cleaners,Not-in-family,White,Female,40,United-States,No
28,Private,2,Machine-op-inspct,Not-in-family,White,Female,40,Mexico,No
60,Federal-gov,13,Adm-clerical,Husband,Black,Male,40,United-States,Yes
44,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
34,Private,10,Exec-managerial,Husband,White,Male,60,United-States,Yes
63,Local-gov,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
30,Private,13,Other-service,Wife,White,Female,40,United-States,Yes
30,Private,11,Craft-repair,Not-in-family,White,Male,40,United-States,No
47,Private,14,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,India,No
52,Private,10,Exec-managerial,Husband,White,Male,45,United-States,Yes
55,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
24,,13,,Own-child,White,Male,30,United-States,No
55,Self-emp-not-inc,16,Exec-managerial,Not-in-family,White,Female,30,United-States,No
30,Private,9,Sales,Own-child,White,Male,40,United-States,No
69,Private,10,Exec-managerial,Husband,White,Male,50,United-States,Yes
39,Private,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
54,Private,10,Handlers-cleaners,Husband,Black,Male,40,United-States,No
70,Self-emp-not-inc,9,Exec-managerial,Husband,White,Male,3,United-States,No
30,Private,9,Exec-managerial,Husband,White,Male,62,United-States,No
47,Private,9,Machine-op-inspct,Husband,White,Male,50,United-States,Yes
47,Private,14,Prof-specialty,Unmarried,White,Female,50,United-States,Yes
58,Self-emp-inc,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
43,Self-emp-inc,15,Prof-specialty,Husband,Black,Male,99,United-States,Yes
54,Private,14,Exec-managerial,Husband,White,Male,52,United-States,Yes
52,Private,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
39,Private,13,Sales,Husband,White,Male,55,United-States,No
32,Private,13,Sales,Husband,Black,Male,40,United-States,Yes
40,Self-emp-inc,9,Exec-managerial,Husband,White,Male,40,United-States,No
54,Private,9,Prof-specialty,Not-in-family,White,Male,40,United-States,No
29,Private,9,Craft-repair,Not-in-family,White,Male,50,United-States,No
38,Private,7,Handlers-cleaners,Not-in-family,White,Female,60,United-States,No
34,Private,11,Adm-clerical,Husband,White,Male,45,United-States,No
50,Self-emp-not-inc,14,Sales,Husband,White,Male,55,United-States,Yes
45,Private,13,Transport-moving,Husband,White,Male,40,United-States,Yes
82,,10,,Not-in-family,Amer-Indian-Eskimo,Male,3,United-States,No
46,Private,9,Sales,Not-in-family,White,Female,40,United-States,No
69,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
38,Self-emp-inc,13,Prof-specialty,Husband,White,Male,70,United-States,Yes
41,Private,16,Exec-managerial,Husband,White,Male,50,Canada,Yes
19,Private,10,Other-service,Not-in-family,White,Female,40,United-States,No
67,Private,9,Sales,Husband,White,Male,10,United-States,No
50,Local-gov,14,Prof-specialty,Wife,White,Female,40,United-States,Yes
32,Private,13,Exec-managerial,Husband,White,Male,50,United-States,No
31,Private,13,Prof-specialty,Wife,White,Female,43,United-States,Yes
50,Private,10,Prof-specialty,Not-in-family,White,Male,40,United-States,No
31,Private,13,Sales,Husband,White,Male,40,United-States,Yes
47,Local-gov,10,Protective-serv,Not-in-family,Black,Male,40,United-States,No
37,Private,9,Farming-fishing,Husband,White,Male,40,United-States,No
38,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
26,Private,13,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Hong,No
65,Private,13,Adm-clerical,Husband,White,Male,20,United-States,Yes
44,Private,9,Adm-clerical,Wife,White,Female,38,United-States,No
59,Private,9,Other-service,Not-in-family,White,Female,40,United-States,No
33,Private,9,Transport-moving,Not-in-family,White,Male,45,United-States,No
27,Private,9,Protective-serv,Own-child,White,Male,40,Japan,No
35,Self-emp-inc,10,Sales,Husband,White,Male,40,United-States,No
49,,10,,Unmarried,White,Female,28,United-States,No
37,Private,9,Adm-clerical,Wife,White,Female,40,United-States,Yes
38,Private,12,Adm-clerical,Unmarried,White,Female,40,United-States,No
44,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
39,Private,9,Transport-moving,Husband,White,Male,55,United-States,No
49,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,65,Poland,No
44,Private,11,Craft-repair,Husband,White,Male,40,United-States,No
52,Federal-gov,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
40,Local-gov,11,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,No
54,Private,14,Exec-managerial,Husband,White,Male,45,United-States,Yes
32,Self-emp-not-inc,9,Transport-moving,Husband,White,Male,60,United-States,Yes
57,Private,10,Handlers-cleaners,Own-child,Black,Male,40,United-States,No
29,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
24,Private,10,Tech-support,Husband,White,Male,50,United-States,Yes
66,Private,9,Priv-house-serv,Not-in-family,White,Female,50,England,No
23,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
45,Private,9,Other-service,Unmarried,White,Female,40,United-States,No
46,Private,6,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,No
50,Private,10,Craft-repair,Not-in-family,White,Male,40,United-States,No
45,Private,10,Adm-clerical,Wife,White,Female,35,United-States,Yes
43,Private,14,Exec-managerial,Wife,White,Female,32,United-States,Yes
39,Private,10,Adm-clerical,Unmarried,Black,Female,40,United-States,No
34,Private,9,Craft-repair,Husband,Black,Male,40,United-States,No
62,Self-emp-not-inc,4,Farming-fishing,Other-relative,White,Female,35,United-States,No
36,Private,10,Exec-managerial,Wife,White,Female,35,United-States,Yes
57,Private,10,Other-service,Not-in-family,White,Female,40,United-States,No
22,Private,10,Other-service,Own-child,White,Male,32,United-States,Yes
62,Local-gov,14,Prof-specialty,Not-in-family,White,Female,33,United-States,Yes
26,Private,9,Transport-moving,Own-child,White,Male,50,United-States,No
22,State-gov,10,Other-service,Own-child,White,Male,45,United-States,No
32,Private,10,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,No
34,Private,13,Sales,Husband,White,Male,50,United-States,No
55,Self-emp-inc,15,Prof-specialty,Husband,White,Male,35,Greece,Yes
32,State-gov,12,Other-service,Husband,White,Male,35,United-States,No
17,Private,7,Other-service,Own-child,Black,Male,17,United-States,No
51,Local-gov,10,Protective-serv,Husband,White,Male,40,United-States,Yes
23,Private,13,Other-service,Own-child,Black,Female,30,United-States,No
48,Private,13,Craft-repair,Husband,White,Male,45,United-States,Yes
60,,13,,Unmarried,Black,Female,15,United-States,No
33,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
27,Private,9,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,Philippines,No
32,Federal-gov,12,Protective-serv,Not-in-family,White,Male,40,United-States,No
48,Self-emp-inc,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
58,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
36,Private,9,Transport-moving,Own-child,Black,Male,48,United-States,No
24,Private,10,Machine-op-inspct,Own-child,White,Female,42,United-States,No
32,Self-emp-not-inc,11,Sales,Unmarried,White,Male,50,United-States,No
39,Local-gov,11,Protective-serv,Husband,White,Male,48,United-States,Yes
21,Private,10,Sales,Own-child,White,Female,25,United-States,No
36,Private,11,Exec-managerial,Husband,White,Male,60,United-States,Yes
49,Private,9,Craft-repair,Husband,White,Male,45,United-States,Yes
36,Self-emp-not-inc,3,Transport-moving,Husband,White,Male,50,Mexico,Yes
35,Private,14,Prof-specialty,Not-in-family,White,Male,55,,Yes
28,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
32,Private,13,Prof-specialty,Wife,White,Female,32,United-States,Yes
39,Self-emp-not-inc,10,Other-service,Husband,Black,Male,40,United-States,No
21,,10,,Own-child,White,Male,20,United-States,No
25,Private,9,Adm-clerical,Not-in-family,White,Male,40,United-States,No
45,Federal-gov,9,Adm-clerical,Husband,White,Male,40,United-States,Yes
18,Private,7,Other-service,Own-child,Black,Male,8,United-States,No
30,Private,11,Adm-clerical,Wife,White,Female,24,United-States,No
23,Private,9,Adm-clerical,Unmarried,White,Female,40,United-States,No
28,Private,10,Adm-clerical,Own-child,White,Female,26,United-States,No
51,Private,10,Adm-clerical,Wife,White,Female,35,United-States,No
41,State-gov,13,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,48,United-States,Yes
37,Private,13,Sales,Husband,White,Male,60,United-States,Yes
68,Private,13,Prof-specialty,Husband,White,Male,55,United-States,Yes
30,Private,12,Exec-managerial,Husband,White,Male,50,United-States,Yes
29,Self-emp-not-inc,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
17,Private,7,Handlers-cleaners,Own-child,White,Male,15,United-States,No
20,State-gov,10,Prof-specialty,Own-child,White,Male,40,United-States,No
45,Self-emp-inc,9,Sales,Husband,White,Male,32,United-States,Yes
55,Private,14,Prof-specialty,Husband,White,Male,50,,Yes
64,Self-emp-inc,13,Sales,Not-in-family,White,Male,45,United-States,No
49,Self-emp-inc,9,Exec-managerial,Husband,White,Male,60,United-States,Yes
38,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
48,Private,11,Sales,Husband,White,Male,40,United-States,Yes
56,Local-gov,9,Exec-managerial,Not-in-family,White,Female,40,United-States,No
32,Private,9,Other-service,Not-in-family,White,Female,30,United-States,No
64,Self-emp-inc,12,Sales,Husband,White,Male,50,United-States,Yes
42,Private,9,Exec-managerial,Husband,White,Male,50,United-States,Yes
18,Private,8,Sales,Own-child,Black,Female,15,United-States,No
38,Private,14,Prof-specialty,Husband,White,Male,45,United-States,No
53,Private,10,Sales,Unmarried,White,Female,30,United-States,No
40,Private,8,Craft-repair,Husband,White,Male,50,United-States,Yes
34,,13,,Wife,White,Female,10,United-States,Yes
28,Private,13,Prof-specialty,Own-child,White,Male,40,United-States,No
31,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,91,United-States,No
37,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,Yes
45,State-gov,9,Transport-moving,Not-in-family,White,Male,48,United-States,No
43,Private,14,Prof-specialty,Husband,Other,Male,50,United-States,No
21,Private,11,Exec-managerial,Own-child,White,Male,40,United-States,No
26,Private,10,Sales,Husband,White,Male,40,United-States,No
57,Private,11,Prof-specialty,Not-in-family,White,Female,40,United-States,No
36,Private,9,Other-service,Not-in-family,White,Female,18,United-States,No
48,Private,13,Adm-clerical,Own-child,White,Male,38,United-States,Yes
36,Local-gov,11,Protective-serv,Not-in-family,White,Male,40,United-States,Yes
25,Private,9,Sales,Not-in-family,White,Male,37,United-States,No
66,Self-emp-not-inc,16,Sales,Husband,White,Male,25,United-States,Yes
42,Private,12,Prof-specialty,Husband,Black,Male,40,United-States,No
46,Private,13,Machine-op-inspct,Not-in-family,White,Male,40,,No
49,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
17,Private,6,Sales,Own-child,White,Female,12,United-States,No
19,,10,,Own-child,White,Male,10,United-States,No
59,Self-emp-not-inc,13,Sales,Husband,White,Male,40,United-States,Yes
39,Self-emp-inc,13,Exec-managerial,Husband,White,Male,60,United-States,Yes
35,Local-gov,14,Prof-specialty,Wife,White,Female,35,United-States,Yes
30,Private,11,Exec-managerial,Husband,White,Male,50,United-States,Yes
32,Private,13,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
18,Private,8,Farming-fishing,Own-child,White,Male,55,United-States,No
52,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
38,Private,15,Prof-specialty,Husband,White,Male,70,United-States,Yes
54,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
33,Self-emp-not-inc,16,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
51,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,99,United-States,Yes
48,Private,9,Sales,Not-in-family,White,Female,52,United-States,No
43,Private,9,Transport-moving,Unmarried,White,Male,40,Mexico,No
34,Self-emp-not-inc,9,Sales,Husband,White,Male,60,United-States,Yes
45,Private,13,Other-service,Husband,Asian-Pac-Islander,Male,38,,No
40,Private,9,Craft-repair,Wife,White,Female,45,United-States,No
48,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
29,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
36,Private,9,Other-service,Not-in-family,Black,Female,40,United-States,No
18,Private,6,Other-service,Own-child,Black,Male,10,United-States,No
28,Private,7,Craft-repair,Husband,White,Male,45,United-States,No
59,Federal-gov,6,Other-service,Not-in-family,White,Female,37,United-States,No
50,Local-gov,10,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
28,Private,11,Tech-support,Own-child,White,Female,38,United-States,No
32,Private,4,Machine-op-inspct,Husband,White,Male,40,United-States,No
43,Private,10,Exec-managerial,Husband,White,Male,40,United-States,No
25,Federal-gov,9,Adm-clerical,Own-child,Black,Male,40,United-States,No
44,Private,13,Adm-clerical,Husband,White,Male,40,United-States,Yes
44,Private,8,Transport-moving,Not-in-family,White,Female,40,United-States,No
26,Private,10,Tech-support,Own-child,White,Female,40,United-States,No
45,Self-emp-not-inc,4,Exec-managerial,Husband,White,Male,55,United-States,Yes
21,Self-emp-not-inc,11,Farming-fishing,Husband,White,Male,40,United-States,No
19,Private,9,Craft-repair,Not-in-family,White,Female,40,United-States,No
56,State-gov,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
35,Private,13,Tech-support,Unmarried,White,Male,40,Germany,Yes
26,State-gov,14,Exec-managerial,Not-in-family,White,Female,40,United-States,No
19,,10,,Own-child,White,Male,40,United-States,No
22,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
20,,9,,Other-relative,White,Female,35,United-States,No
35,Federal-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
24,Private,10,Adm-clerical,Own-child,Black,Female,45,United-States,No
46,Private,13,Prof-specialty,Own-child,White,Male,60,United-States,No
37,Private,10,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
42,Private,10,Prof-specialty,Husband,White,Male,50,United-States,No
64,Private,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
26,Private,10,Transport-moving,Husband,White,Male,40,United-States,No
47,Self-emp-inc,9,Sales,Husband,White,Male,55,United-States,No
