CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Attrition_Flag
717548358,38.0,F,1,College,Married,Less than $40K,Blue,25,3,3,1,,2265,315.0,Existing Customer
816829608,44.0,M,2,Unknown,Married,$80K - $120K,,39,6,2,2,1438.3,0,1438.3,Existing Customer
713936583,54.0,M,2,Graduate,Married,$60K - $80K,,43,6,3,1,,1892,4332.0,Existing Customer
709682658,37.0,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093.0,2517,576.0,Existing Customer
793889508,48.0,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076.0,0,4076.0,Existing Customer
714648933,55.0,F,3,Graduate,Married,Unknown,,36,3,2,0,4861.0,1123,3738.0,Existing Customer
711556533,,F,1,Graduate,Unknown,Unknown,Blue,36,6,3,3,9851.0,0,9851.0,Existing Customer
717420333,37.0,M,1,High School,Single,$60K - $80K,,26,4,3,2,,2517,4832.0,Existing Customer
768921933,34.0,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853.0,2420,433.0,Existing Customer
714311583,46.0,F,4,Graduate,Single,Unknown,,36,4,3,2,17023.0,1084,15939.0,Existing Customer
717707133,32.0,M,1,Unknown,Single,$40K - $60K,Blue,24,6,2,3,10060.0,2322,7738.0,Existing Customer
716043258,53.0,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,1595.0,870,725.0,Existing Customer
716343408,46.0,M,3,Graduate,Divorced,$80K - $120K,,38,3,2,1,,1385,7090.0,Existing Customer
718909158,,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559.0,658,4901.0,Existing Customer
719471433,31.0,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2917.0,2127,790.0,Existing Customer
712763808,38.0,M,2,Unknown,Single,$60K - $80K,Blue,36,3,3,3,6692.0,2037,4655.0,Existing Customer
711147483,46.0,F,3,Graduate,Single,Less than $40K,,28,2,2,3,8551.0,1067,7484.0,Attrited Customer
719788833,47.0,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,10569.0,0,10569.0,Existing Customer
715168983,47.0,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,2,7051.0,0,7051.0,Existing Customer
714306258,56.0,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,,2242,7875.0,Existing Customer
713828208,47.0,M,2,Uneducated,Unknown,$60K - $80K,,36,6,2,1,,0,8311.0,Existing Customer
710574558,47.0,M,4,Graduate,Single,$80K - $120K,Blue,41,5,3,2,,1642,24800.0,Existing Customer
710947683,64.0,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,4920.0,1142,3778.0,Existing Customer
711113958,37.0,F,3,Unknown,Married,Less than $40K,Blue,25,6,2,1,,674,764.3,Existing Customer
718923858,42.0,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750.0,1204,25546.0,Existing Customer
752666508,41.0,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,,1347,33169.0,Existing Customer
712672083,65.0,F,0,High School,Married,Less than $40K,Blue,36,3,3,2,1438.3,747,691.3,Existing Customer
719863758,49.0,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,1869.0,758,1111.0,Existing Customer
720990183,54.0,M,5,High School,Married,$60K - $80K,,36,5,2,3,14539.0,0,14539.0,Attrited Customer
720718908,46.0,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,26977.0,1961,25016.0,Existing Customer
721250358,50.0,M,2,Unknown,Married,$40K - $60K,Blue,36,3,1,3,5426.0,1478,3948.0,Existing Customer
779773533,50.0,F,3,Unknown,Married,Less than $40K,Blue,34,6,1,3,7623.0,2517,5106.0,Existing Customer
708249708,48.0,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,,1576,3268.0,Existing Customer
713967783,62.0,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,,1707,976.0,Existing Customer
779506158,39.0,F,1,College,Married,Less than $40K,Blue,22,3,1,2,,2257,957.0,Existing Customer
759823158,46.0,M,1,Unknown,Married,$60K - $80K,Blue,39,4,3,3,5374.0,2324,3050.0,Existing Customer
716608608,41.0,M,2,Uneducated,Married,$80K - $120K,Blue,33,5,3,3,8004.0,1452,6552.0,Attrited Customer
789528183,39.0,F,2,Graduate,Married,Unknown,,31,4,2,3,,997,441.3,Existing Customer
708895158,46.0,M,2,Unknown,Married,$80K - $120K,Blue,34,3,3,3,2925.0,2365,560.0,Existing Customer
824805858,39.0,F,2,Uneducated,Single,Less than $40K,Blue,35,5,3,3,9235.0,1479,7756.0,Existing Customer
720840108,44.0,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837.0,2103,6734.0,Existing Customer
787595658,57.0,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,1,8801.0,1421,7380.0,Existing Customer
720244983,40.0,M,3,Unknown,Single,$40K - $60K,Blue,28,4,1,1,,1707,1856.0,Existing Customer
713220258,65.0,F,0,High School,Married,Unknown,Blue,36,4,3,2,8138.0,2104,6034.0,Existing Customer
813469458,26.0,F,1,Graduate,Single,$40K - $60K,,20,6,3,3,1438.3,673,765.3,Existing Customer
788939358,47.0,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458.0,1399,1059.0,Existing Customer
718870158,47.0,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,4592.0,1635,2957.0,Existing Customer
788673708,57.0,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,1438.3,0,1438.3,Attrited Customer
711809283,31.0,M,1,Unknown,Married,Less than $40K,Blue,36,3,3,3,,1515,353.0,Existing Customer
816513108,54.0,M,4,Graduate,Married,$60K - $80K,,49,3,1,2,5269.0,1099,4170.0,Existing Customer
718594608,43.0,F,2,Post-Graduate,Married,Unknown,,36,3,3,3,,1759,18397.0,Existing Customer
823606983,39.0,M,2,College,Married,$60K - $80K,,35,4,3,2,7410.0,2517,4893.0,Existing Customer
717028158,53.0,M,3,Graduate,Married,$120K +,Blue,44,3,2,3,12163.0,2082,10081.0,Existing Customer
788485908,44.0,M,3,Unknown,Married,$60K - $80K,Blue,37,3,2,3,6224.0,0,6224.0,Existing Customer
714472608,59.0,M,0,College,Married,Less than $40K,,49,3,3,3,4250.0,1095,3155.0,Existing Customer
710793783,53.0,F,3,Graduate,Married,Unknown,,40,6,3,1,12059.0,1978,10081.0,Existing Customer
794340033,34.0,F,3,Uneducated,Married,$40K - $60K,,28,5,1,3,2799.0,1762,1037.0,Existing Customer
716462658,47.0,M,4,Doctorate,Single,$80K - $120K,,36,3,1,1,18037.0,0,18037.0,Existing Customer
718050033,,M,2,College,Married,$120K +,,43,3,2,3,5657.0,1719,3938.0,Existing Customer
714023808,42.0,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,13770.0,2517,11253.0,Existing Customer
716341833,53.0,F,3,College,Married,Less than $40K,Blue,44,6,2,3,4646.0,1730,2916.0,Existing Customer
719648358,50.0,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,2514.0,1521,993.0,Existing Customer
816600933,56.0,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,,0,14501.0,Attrited Customer
714208533,43.0,M,3,High School,Married,$60K - $80K,,36,1,3,3,8663.0,288,8375.0,Attrited Customer
713095533,44.0,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333.0,1485,848.0,Existing Customer
809967783,34.0,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,3038.0,1539,1499.0,Existing Customer
715848408,61.0,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,6,1,8851.0,0,8851.0,Existing Customer
714414483,54.0,F,0,Unknown,Married,Less than $40K,Blue,44,6,3,1,2945.0,2206,739.0,Existing Customer
708655983,49.0,F,3,High School,Divorced,Unknown,,40,3,3,2,5267.0,0,5267.0,Existing Customer
720426708,56.0,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,8512.0,0,8512.0,Attrited Customer
713743158,47.0,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063.0,1714,17349.0,Existing Customer
721279083,53.0,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,,1177,4199.0,Existing Customer
779149683,30.0,F,0,Graduate,Divorced,Unknown,Blue,13,5,1,2,,1890,5882.0,Existing Customer
714970458,,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,9173.0,2047,7126.0,Existing Customer
719070108,44.0,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,,1726,32790.0,Existing Customer
715490733,54.0,F,3,Uneducated,Single,Unknown,Blue,36,5,1,2,11975.0,1542,10433.0,Existing Customer
714989583,46.0,M,2,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15405.0,1691,13714.0,Existing Customer
820355433,,M,3,Unknown,Single,$40K - $60K,Blue,38,6,1,1,,0,2615.0,Existing Customer
715901508,35.0,M,1,High School,Married,$80K - $120K,,25,6,1,2,23991.0,2307,21684.0,Existing Customer
710370483,39.0,F,4,College,Married,Less than $40K,,31,4,3,3,,1292,596.0,Existing Customer
778573233,61.0,F,1,Graduate,Married,Less than $40K,Blue,54,3,2,2,3102.0,2091,1011.0,Existing Customer
708833133,40.0,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170.0,2517,653.0,Existing Customer
719885883,53.0,M,3,College,Single,$120K +,Blue,36,6,2,0,34516.0,1901,32615.0,Existing Customer
712523283,55.0,M,2,Unknown,Married,$120K +,Blue,41,4,3,2,14938.0,0,14938.0,Existing Customer
711309033,41.0,M,2,Unknown,Single,$60K - $80K,,24,6,2,2,17298.0,2310,14988.0,Existing Customer
708134283,35.0,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131.0,629,2502.0,Existing Customer
720147633,61.0,M,1,Unknown,Single,$40K - $60K,Blue,47,3,2,2,11915.0,1631,10284.0,Existing Customer
708983658,51.0,M,2,Uneducated,Single,$120K +,,39,3,3,1,16868.0,0,16868.0,Attrited Customer
766285608,42.0,M,3,High School,Single,$40K - $60K,,35,4,3,3,,1900,1366.0,Existing Customer
779715108,46.0,M,2,Unknown,Divorced,$80K - $120K,Blue,30,3,3,3,2770.0,1286,1484.0,Existing Customer
798035358,46.0,F,4,High School,Single,Less than $40K,Blue,40,3,2,2,3556.0,2172,1384.0,Existing Customer
719391783,46.0,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149.0,1566,7583.0,Existing Customer
809342208,26.0,M,0,Graduate,Single,Unknown,Blue,19,4,1,2,,0,1438.3,Existing Customer
780713058,46.0,M,3,High School,Married,$60K - $80K,Blue,35,4,3,3,14701.0,1635,13066.0,Existing Customer
779338683,62.0,M,1,Graduate,Married,$60K - $80K,Blue,44,5,2,2,,962,13863.0,Existing Customer
783387783,55.0,M,2,Uneducated,Divorced,$60K - $80K,,49,4,5,3,10127.0,1873,8254.0,Existing Customer
787800108,55.0,M,2,College,Married,$80K - $120K,,45,5,1,2,,2431,498.0,Existing Customer
721397808,32.0,M,0,High School,Married,$40K - $60K,Blue,24,5,2,0,3735.0,1176,2559.0,Existing Customer
778698408,37.0,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,2930.0,2024,906.0,Existing Customer
709545333,33.0,F,4,High School,Single,Unknown,Blue,29,6,2,3,12716.0,1496,11220.0,Existing Customer
716032233,42.0,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120.0,1805,20315.0,Existing Customer
717835908,,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,3,3,3,1438.3,681,757.3,Existing Customer
719466558,60.0,F,0,High School,Single,Unknown,Blue,36,3,2,2,4546.0,0,4546.0,Existing Customer
778663458,65.0,M,1,High School,Married,Less than $40K,,47,3,2,1,1759.0,0,1759.0,Attrited Customer
716024808,57.0,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829.0,2418,2411.0,Attrited Customer
713008308,59.0,F,0,Unknown,Married,Less than $40K,Blue,47,5,3,2,7692.0,1678,6014.0,Existing Customer
794831733,45.0,F,5,Graduate,Married,Less than $40K,Blue,39,4,3,2,2156.0,1208,948.0,Existing Customer
713854608,62.0,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,3,3,9521.0,1669,7852.0,Existing Customer
715993608,51.0,M,2,College,Single,$120K +,,41,6,3,2,,2517,24197.0,Existing Customer
789368658,57.0,M,2,Graduate,Married,$80K - $120K,Blue,47,6,2,3,2092.0,1387,705.0,Existing Customer
802817358,38.0,F,3,High School,Married,Unknown,Blue,32,4,2,1,11594.0,2072,9522.0,Existing Customer
708098133,32.0,F,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,,1418,1416.0,Existing Customer
801499908,43.0,F,4,Graduate,Married,Less than $40K,,37,4,3,2,4724.0,2056,2668.0,Existing Customer
824770683,51.0,F,0,Unknown,Divorced,Less than $40K,Blue,47,6,4,3,,1151,1898.0,Existing Customer
718310733,50.0,M,2,Unknown,Divorced,$80K - $120K,Blue,36,4,3,1,20614.0,0,20614.0,Existing Customer
708162558,,F,0,Uneducated,Married,Unknown,,54,6,1,2,3250.0,1992,1258.0,Existing Customer
721129383,,F,1,Doctorate,Married,Less than $40K,Blue,36,3,1,2,3128.0,2517,611.0,Existing Customer
721249158,42.0,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,2,3,6414.0,0,6414.0,Attrited Customer
721049658,53.0,M,3,Graduate,Single,$80K - $120K,Blue,34,6,3,0,,0,2506.0,Existing Customer
806392908,52.0,F,4,High School,Single,Unknown,,47,6,2,3,7469.0,2338,5131.0,Existing Customer
714886533,60.0,F,2,High School,Married,Less than $40K,Blue,36,4,3,2,3460.0,2517,943.0,Existing Customer
772375533,30.0,M,1,Graduate,Married,$80K - $120K,Blue,19,5,3,2,9959.0,2377,7582.0,Existing Customer
826775058,43.0,F,3,Uneducated,Married,Less than $40K,Blue,39,4,1,2,4175.0,2517,1658.0,Existing Customer
711878733,60.0,M,1,Uneducated,Married,$60K - $80K,Blue,48,3,1,3,10264.0,2073,8191.0,Existing Customer
714550383,,M,2,High School,Single,$40K - $60K,Blue,36,4,3,3,4129.0,0,4129.0,Existing Customer
712636308,65.0,F,2,High School,Married,$40K - $60K,Blue,45,6,2,2,,1514,1144.0,Existing Customer
772139433,44.0,F,2,College,Single,$40K - $60K,,33,4,2,3,,1240,3349.0,Existing Customer
709058808,56.0,F,2,College,Married,Less than $40K,Blue,36,6,1,2,2781.0,1035,1746.0,Existing Customer
813240408,45.0,F,4,High School,Married,Unknown,Blue,39,4,3,2,24880.0,836,24044.0,Existing Customer
767753958,37.0,M,3,Graduate,Unknown,$40K - $60K,,31,6,1,2,8504.0,1956,6548.0,Existing Customer
710111733,48.0,M,2,High School,Married,$80K - $120K,Blue,39,5,1,3,,1996,6095.0,Existing Customer
761544333,37.0,F,4,College,Married,$40K - $60K,Blue,30,4,4,3,3417.0,2517,900.0,Existing Customer
788814783,,M,1,Uneducated,Single,$60K - $80K,Blue,22,4,3,3,9204.0,845,8359.0,Existing Customer
715034358,41.0,M,2,Graduate,Married,$120K +,,32,5,2,3,14302.0,2097,12205.0,Existing Customer
709624533,55.0,F,2,High School,Married,Less than $40K,Blue,45,5,2,0,,2517,670.0,Existing Customer
709942383,34.0,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,2,,782,5531.0,Existing Customer
803957508,,M,2,Unknown,Single,$80K - $120K,Blue,47,6,1,3,,1024,14880.0,Existing Customer
713378133,54.0,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,2,3,11696.0,2288,9408.0,Existing Customer
709217358,40.0,M,3,Post-Graduate,Married,$80K - $120K,,36,5,3,2,20371.0,1832,18539.0,Existing Customer
720998358,52.0,M,0,High School,Married,$120K +,Silver,41,3,3,1,34516.0,1043,33473.0,Existing Customer
721051908,45.0,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,,0,7552.0,Existing Customer
715232058,61.0,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,1,2,5561.0,1434,4127.0,Existing Customer
806250783,,F,2,High School,Married,Less than $40K,Blue,52,6,3,2,,0,1441.0,Existing Customer
817245183,51.0,M,2,Unknown,Unknown,$120K +,Blue,33,6,2,2,19715.0,1014,18701.0,Existing Customer
713670333,60.0,M,1,Unknown,Single,Less than $40K,Blue,52,5,3,2,2486.0,1464,1022.0,Existing Customer
826477083,,F,2,College,Married,Less than $40K,Blue,44,5,1,3,4570.0,2439,2131.0,Existing Customer
788728608,34.0,M,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870.0,1394,2476.0,Existing Customer
717190533,49.0,M,4,High School,Married,$60K - $80K,Blue,36,6,3,2,12938.0,661,12277.0,Existing Customer
716580033,53.0,M,3,High School,Married,$120K +,Blue,36,3,1,3,21178.0,1796,19382.0,Existing Customer
711644508,34.0,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,0,12182.0,1136,11046.0,Existing Customer
714334383,54.0,M,2,Graduate,Married,$60K - $80K,Blue,42,6,2,0,3583.0,0,3583.0,Existing Customer
720611058,40.0,M,3,Graduate,Single,$120K +,Blue,27,4,2,3,17018.0,0,17018.0,Existing Customer
712420833,49.0,F,5,College,Single,Unknown,Blue,41,6,3,2,16031.0,2245,13786.0,Existing Customer
713845083,41.0,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,4203.0,2517,1686.0,Attrited Customer
713756508,46.0,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4213.0,997,3216.0,Existing Customer
735565158,46.0,M,4,Graduate,Married,$60K - $80K,,33,6,2,2,21548.0,1180,20368.0,Existing Customer
714131058,,M,0,Graduate,Unknown,$60K - $80K,Blue,36,3,5,3,18513.0,2517,15996.0,Existing Customer
717180633,59.0,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,2,,1372,1111.0,Existing Customer
717295683,50.0,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,3460.0,1881,1579.0,Existing Customer
713128833,49.0,M,2,Unknown,Unknown,$60K - $80K,Blue,36,5,3,2,,1790,4721.0,Existing Customer
813499458,45.0,M,5,High School,Unknown,$60K - $80K,,40,3,3,1,1438.3,0,1438.3,Attrited Customer
710070183,,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615.0,1772,843.0,Existing Customer
789605658,42.0,F,1,Doctorate,Married,$40K - $60K,,35,4,3,2,2985.0,2355,630.0,Existing Customer
710045058,46.0,M,5,High School,Married,$40K - $60K,Silver,28,5,1,3,18797.0,2158,16639.0,Existing Customer
710164683,33.0,M,1,Graduate,Married,$60K - $80K,,22,3,1,3,2859.0,2517,342.0,Existing Customer
710802258,46.0,F,2,Graduate,Married,Less than $40K,Blue,38,4,3,0,2888.0,2245,643.0,Existing Customer
721036233,61.0,M,0,High School,Married,$60K - $80K,Blue,36,4,3,3,,1567,7605.0,Existing Customer
710036508,42.0,M,5,Uneducated,Married,$40K - $60K,Blue,34,5,3,2,14281.0,1519,12762.0,Existing Customer
717776808,47.0,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,3,7353.0,1450,5903.0,Existing Customer
714906033,47.0,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,5145.0,0,5145.0,Existing Customer
714273708,53.0,F,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,,2472,2281.0,Existing Customer
721117533,46.0,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171.0,1418,753.0,Existing Customer
715374558,26.0,M,0,College,Divorced,Less than $40K,,36,5,2,3,4150.0,456,3694.0,Existing Customer
824807658,,M,3,Graduate,Married,$60K - $80K,Blue,41,6,3,3,9106.0,2477,6629.0,Existing Customer
714940608,36.0,M,2,High School,Divorced,$40K - $60K,Blue,36,3,3,2,2686.0,1733,953.0,Existing Customer
824782008,,M,3,High School,Unknown,$60K - $80K,Blue,38,5,1,2,10239.0,510,9729.0,Existing Customer
717561108,52.0,M,1,Graduate,Married,$80K - $120K,Blue,36,4,3,2,,549,33967.0,Existing Customer
717127083,37.0,M,3,Graduate,Married,$120K +,Blue,25,3,3,0,,1733,13284.0,Existing Customer
772460508,53.0,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,2,,1530,2896.0,Existing Customer
720484908,65.0,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155.0,0,2155.0,Existing Customer
771237933,47.0,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620.0,1085,19535.0,Existing Customer
794664183,38.0,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,,2146,1092.0,Existing Customer
797488158,52.0,M,2,High School,Married,$60K - $80K,Blue,46,5,3,0,,1081,13235.0,Existing Customer
708543258,36.0,M,3,High School,Married,$80K - $120K,,36,5,3,2,2607.0,1880,727.0,Existing Customer
778706508,,M,4,College,Married,$60K - $80K,,24,3,5,4,6231.0,0,6231.0,Existing Customer
712240083,38.0,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,3730.0,2517,1213.0,Attrited Customer
713650683,65.0,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094.0,2266,828.0,Existing Customer
772532208,51.0,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,6630.0,916,5714.0,Attrited Customer
778929783,40.0,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,3,,0,1925.0,Attrited Customer
714244383,39.0,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,3,33406.0,1692,31714.0,Existing Customer
718797558,,F,1,Graduate,Married,Unknown,Blue,30,3,2,3,2917.0,1357,1560.0,Existing Customer
712821333,60.0,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,3,3,9452.0,2517,6935.0,Existing Customer
721120008,43.0,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2,2162.0,1377,785.0,Existing Customer
709633533,31.0,M,2,Uneducated,Married,Less than $40K,Blue,18,3,2,4,1438.3,0,1438.3,Existing Customer
710789058,55.0,M,1,Graduate,Single,$120K +,Blue,42,4,2,3,34516.0,1478,33038.0,Existing Customer
716174433,65.0,F,1,College,Married,Less than $40K,Blue,54,3,3,3,2888.0,1134,1754.0,Existing Customer
789886533,54.0,F,1,High School,Married,Less than $40K,Blue,44,3,3,3,3947.0,1746,2201.0,Existing Customer
715210308,40.0,F,1,High School,Married,Unknown,Blue,31,3,3,4,15970.0,1212,14758.0,Existing Customer
721038408,38.0,F,2,High School,Married,Less than $40K,Blue,27,4,1,2,1830.0,0,1830.0,Existing Customer
713325108,36.0,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,3,7712.0,2517,5195.0,Existing Customer
720352533,43.0,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,3,20811.0,1425,19386.0,Existing Customer
708431433,41.0,M,3,Graduate,Married,$120K +,Blue,31,3,3,2,11789.0,1420,10369.0,Existing Customer
716996583,50.0,M,3,High School,Divorced,$120K +,Blue,37,3,1,2,3073.0,1792,1281.0,Existing Customer
718699683,48.0,M,3,College,Married,$80K - $120K,Silver,36,6,2,2,34516.0,0,34516.0,Existing Customer
771359958,39.0,M,4,Unknown,Single,$120K +,Silver,26,6,2,2,34516.0,2517,31999.0,Existing Customer
716604633,55.0,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,2,2,6725.0,2025,4700.0,Existing Customer
813952233,,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978.0,2134,844.0,Existing Customer
713053383,42.0,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516.0,781,33735.0,Attrited Customer
709979583,54.0,M,3,Graduate,Married,$120K +,Blue,46,3,1,3,34516.0,854,33662.0,Existing Customer
709380333,57.0,M,1,Uneducated,Married,$120K +,,36,6,2,3,24545.0,1735,22810.0,Existing Customer
778574283,53.0,F,1,Uneducated,Married,$40K - $60K,Blue,46,5,2,3,1438.3,0,1438.3,Existing Customer
789875883,41.0,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2,2490.0,627,1863.0,Existing Customer
714661233,39.0,M,1,Graduate,Single,$120K +,,24,6,2,4,10074.0,2517,7557.0,Existing Customer
813915933,45.0,M,2,Graduate,Divorced,$40K - $60K,Blue,40,3,3,2,2259.0,954,1305.0,Existing Customer
708358683,46.0,M,2,Graduate,Married,$80K - $120K,Silver,35,6,3,2,34516.0,1236,33280.0,Existing Customer
824761458,54.0,M,2,High School,Married,$80K - $120K,Blue,50,4,2,3,9519.0,1936,7583.0,Existing Customer
715362183,40.0,F,4,Graduate,Married,Unknown,Blue,36,3,1,2,3706.0,1043,2663.0,Existing Customer
721194858,48.0,M,4,Graduate,Unknown,$80K - $120K,Blue,40,6,2,2,4438.0,2472,1966.0,Existing Customer
803595858,56.0,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,,0,1438.3,Attrited Customer
716198358,33.0,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,3,2372.0,1887,485.0,Existing Customer
714173808,44.0,F,4,Graduate,Single,Less than $40K,Blue,34,5,1,2,4214.0,1249,2965.0,Existing Customer
709465758,62.0,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,1,3,1438.3,0,1438.3,Existing Customer
714081558,33.0,F,0,Graduate,Married,Unknown,Blue,36,4,2,4,2613.0,1599,1014.0,Existing Customer
717364458,36.0,F,3,High School,Married,Less than $40K,,26,6,1,4,4331.0,1445,2886.0,Existing Customer
778755858,46.0,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1,3,3665.0,1725,1940.0,Existing Customer
710754933,61.0,F,0,Graduate,Married,Less than $40K,Blue,49,6,2,3,1438.3,0,1438.3,Attrited Customer
720007383,41.0,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411.0,2517,1894.0,Attrited Customer
810220833,42.0,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,6,2,15871.0,2086,13785.0,Existing Customer
718362783,35.0,M,2,Graduate,Married,$80K - $120K,,27,3,2,3,,0,12643.0,Attrited Customer
708267858,65.0,F,0,High School,Married,$40K - $60K,Blue,36,5,2,3,6088.0,2145,3943.0,Existing Customer
708856983,36.0,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0,0,13873.0,Attrited Customer
715588908,42.0,F,4,Graduate,Single,Less than $40K,Blue,32,3,2,3,6158.0,0,6158.0,Existing Customer
772674933,51.0,M,1,Uneducated,Married,$80K - $120K,,41,5,3,3,,808,4830.0,Existing Customer
720148983,54.0,F,1,Uneducated,Married,Less than $40K,Blue,40,5,2,4,2178.0,1144,1034.0,Existing Customer
720650208,40.0,F,3,College,Unknown,$40K - $60K,Blue,22,3,3,3,12588.0,2005,10583.0,Existing Customer
769732233,40.0,M,5,Graduate,Married,$80K - $120K,Blue,34,6,2,4,11942.0,1651,10291.0,Existing Customer
713030958,57.0,F,2,College,Married,Less than $40K,Blue,44,6,3,2,3914.0,0,3914.0,Existing Customer
711320508,57.0,M,4,Graduate,Married,$80K - $120K,Blue,49,4,2,4,3038.0,1410,1628.0,Existing Customer
795795408,,M,2,Uneducated,Married,$40K - $60K,,47,3,1,3,5579.0,1423,4156.0,Existing Customer
717904383,40.0,M,2,Graduate,Married,$80K - $120K,,31,5,1,2,18693.0,2052,16641.0,Existing Customer
714115533,28.0,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,,1789,1154.0,Existing Customer
712475733,38.0,F,3,High School,Married,Less than $40K,,28,4,2,3,,1888,547.0,Existing Customer
718996758,37.0,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0,1392,685.0,Existing Customer
713049933,65.0,F,1,High School,Married,Unknown,Blue,36,5,2,2,5756.0,0,5756.0,Existing Customer
